Change_Type,Package_Name,Package_Type,Old_Version,New_Version,Old_Install_Time,New_Install_Time
Added,/usr/share/doc/liblqr-1-0-dev/html/app-deprecated.html,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/python3/dist-packages/mercurial/templates/spartan/header.tmpl,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/x86_64-linux-gnu/perl/5.40.1/Encode/EBCDIC.pm,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/perl/5.40.1/Test2/Compare/Ref.pm,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/perl/5.40.1/Test2/Util/Stash.pm,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/perl/5.40.1/unicore/lib/SB/SC.pl,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/linux/uapi/sparc/asm/mman.h,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/man/man3/libssh2_sftp_write.3.gz,file,,,,2025-10-30T08:55:44Z
Added,/var/lib/dpkg/info/libctf-nobfd0:amd64.md5sums,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/man/uk/man5/passwd.5.gz,file,,,,2025-10-30T08:55:44Z
Added,/usr/bin/ucfq,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/python3/dist-packages/mercurial/templates/atom/branches.tmpl,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/x86_64-linux-gnu/ldscripts/i386pe.x,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/x86_64-linux-gnu/perl-base/unicore/lib/Dash/Y.pl,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/x86_64-linux-gnu/libunistring.so.5.2.0,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/python3.13/doctest.py,file,,,,2025-10-30T08:55:44Z
Added,/usr/lib/python3/dist-packages/mercurial/txnutil.py,file,,,,2025-10-30T08:55:44Z
Added,/usr/include/linux/fdreg.h,file,,,,2025-10-30T08:55:44Z
Added,/usr/include/rdma/qedr-abi.h,file,,,,2025-10-30T08:55:44Z
Added,/usr/include/x86_64-linux-gnu/bits/socket2.h,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/doc/libmount1/changelog.Debian.gz,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/doc/gpg-agent/changelog.Debian.gz,file,,,,2025-10-30T08:55:44Z
Added,/var/lib/dpkg/info/gpg.list,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/man/man1/git-request-pull.1.gz,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/perl/5.40.1/Test2/Tools/Exception.pm,file,,,,2025-10-30T08:55:44Z
Added,/usr/sbin/findfs,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/doc/libnghttp2-14/changelog.Debian.gz,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/lintian/overrides/libmagic1t64,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/man/ja/man8/apt-config.8.gz,file,,,,2025-10-30T08:55:44Z
Added,/usr/include/gnutls/dane.h,file,,,,2025-10-30T08:55:44Z
Added,/usr/include/fftw3.h,file,,,,2025-10-30T08:55:44Z
Added,/usr/share/man/man3/pcre2_pattern_info.3.gz,file,,,,2025-10-30T08:55:44Z
Added,/usr/bin/bash,file,,,,2025-10-30T08:55:44Z
Added,/usr/bin/pygettext3.13,file,,,,2025-10-30T08:55:44Z
